Drug,Solvent,Drug SMILES,Solvent SMILES,Temperature,Solubility_log10,Solubility Unit
Paracetamol,Chloroform,CC(=O)NC1=CC=C(C=C1)O,C(Cl)(Cl)Cl,25,-2.49757288,mol/L
Paracetamol,Chloroform,CC(=O)NC1=CC=C(C=C1)O,C(Cl)(Cl)Cl,30,-2.401209493,mol/L
Paracetamol,Chloroform,CC(=O)NC1=CC=C(C=C1)O,C(Cl)(Cl)Cl,35,-2.260744197,mol/L
Paracetamol,Chloroform,CC(=O)NC1=CC=C(C=C1)O,C(Cl)(Cl)Cl,40,-2.064492734,mol/L
Paracetamol,Chloroform,CC(=O)NC1=CC=C(C=C1)O,C(Cl)(Cl)Cl,30,-1.821654446,mol/L
Paracetamol,Chloroform,CC(=O)NC1=CC=C(C=C1)O,C(Cl)(Cl)Cl,30,-2.40858487,mol/L
Paracetamol,Chloroform,CC(=O)NC1=CC=C(C=C1)O,C(Cl)(Cl)Cl,25,-2.401344507,mol/L
Phenacetin,Chloroform,CCOC1=CC=C(C=C1)NC(=O)C,C(Cl)(Cl)Cl,25,-0.36251027,mol/L
Phenacetin,Chloroform,CCOC1=CC=C(C=C1)NC(=O)C,C(Cl)(Cl)Cl,30,-0.258060922,mol/L
Phenacetin,Chloroform,CCOC1=CC=C(C=C1)NC(=O)C,C(Cl)(Cl)Cl,35,-0.209011525,mol/L
Phenacetin,Chloroform,CCOC1=CC=C(C=C1)NC(=O)C,C(Cl)(Cl)Cl,40,-0.088256622,mol/L
Phenylacetic acid,Chloroform,C1=CC=C(C=C1)CC(=O)O,C(Cl)(Cl)Cl,20,0.840451675,mol/L
p-Hydroxyphenylacetic acid,Chloroform,CC1CCCC[NH+]1CCCOC(=O)CC2=CC=C(C=C2)O.[Cl-],C(Cl)(Cl)Cl,10,-2.231403851,mol/L
p-Hydroxyphenylacetic acid,Chloroform,CC1CCCC[NH+]1CCCOC(=O)CC2=CC=C(C=C2)O.[Cl-],C(Cl)(Cl)Cl,15,-1.947407239,mol/L
p-Hydroxyphenylacetic acid,Chloroform,CC1CCCC[NH+]1CCCOC(=O)CC2=CC=C(C=C2)O.[Cl-],C(Cl)(Cl)Cl,25,-0.081474557,mol/L
p-Hydroxybenzoic acid,Chloroform,C1=CC(=CC=C1C(=O)O)O,C(Cl)(Cl)Cl,25,-2.730477016,mol/L
Piroxicam,Chloroform,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,C(Cl)(Cl)Cl,25,-0.54268389,mol/L
p-Phenylphenol,Chloroform,C1=CC=C(C=C1)C2=CC=C(C=C2)O,C(Cl)(Cl)Cl,25,-1,mol/L
Pyoluteorin,Chloroform,C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O,C(Cl)(Cl)Cl,5.05,-1.12090412,mol/L
Pyoluteorin,Chloroform,C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O,C(Cl)(Cl)Cl,10.05,-1.103473783,mol/L
Pyoluteorin,Chloroform,C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O,C(Cl)(Cl)Cl,15.05,-1.089909454,mol/L
Pyoluteorin,Chloroform,C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O,C(Cl)(Cl)Cl,20.05,-1.045275209,mol/L
Pyoluteorin,Chloroform,C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O,C(Cl)(Cl)Cl,25.05,-1.026872146,mol/L
Pyoluteorin,Chloroform,C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O,C(Cl)(Cl)Cl,30.05,-0.996970529,mol/L
Pyoluteorin,Chloroform,C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O,C(Cl)(Cl)Cl,35.05,-0.968591536,mol/L
Pyoluteorin,Chloroform,C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O,C(Cl)(Cl)Cl,40.05,-0.913640169,mol/L
Pyoluteorin,Chloroform,C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O,C(Cl)(Cl)Cl,45.05,-0.870310108,mol/L
Pyoluteorin,Chloroform,C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O,C(Cl)(Cl)Cl,50.05,-0.804931004,mol/L
Pyoluteorin,Chloroform,C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O,C(Cl)(Cl)Cl,55.05,-0.767512134,mol/L
Rifapentine,Chloroform,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,C(Cl)(Cl)Cl,5,-0.49062617,mol/L
Rifapentine,Chloroform,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,C(Cl)(Cl)Cl,10,-0.47172356,mol/L
Rifapentine,Chloroform,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,C(Cl)(Cl)Cl,15,-0.445548741,mol/L
Rifapentine,Chloroform,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,C(Cl)(Cl)Cl,20,-0.436104971,mol/L
Rifapentine,Chloroform,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,C(Cl)(Cl)Cl,24,-0.426850888,mol/L
Rifapentine,Chloroform,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,C(Cl)(Cl)Cl,30,-0.417778795,mol/L
Rifapentine,Chloroform,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,C(Cl)(Cl)Cl,35,-0.404496167,mol/L
Rifapentine,Chloroform,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,C(Cl)(Cl)Cl,40,-0.393001176,mol/L
Rifapentine,Chloroform,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,C(Cl)(Cl)Cl,45,-0.379021962,mol/L
Rifapentine,Chloroform,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,C(Cl)(Cl)Cl,50,-0.368133802,mol/L
Saccharose,Chloroform,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,C(Cl)(Cl)Cl,25,-6.234331445,mol/L
Salicylic acid,Chloroform,C1=CC=C(C(=C1)C(=O)O)O,C(Cl)(Cl)Cl,25,-1.74239147,mol/L
Sodium ibuprofen,Chloroform,CC(C)CC1=CC=C(C=C1)C(C)C(=O)[O-].[Na+],C(Cl)(Cl)Cl,25,-2.290083405,mol/L
Sodium benzoate,Chloroform,C1=CC=C(C=C1)C(=O)[O-].[Na+],C(Cl)(Cl)Cl,25,-4.866461092,mol/L
Sodium diclofenac,Chloroform,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],C(Cl)(Cl)Cl,25,-4.216096421,mol/L
Sodium diclofenac,Chloroform,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],C(Cl)(Cl)Cl,25,-4.207608311,mol/L
Sodium p-aminobenzoate,Chloroform,C1=CC(=CC=C1C(=O)[O-])N.[Na+],C(Cl)(Cl)Cl,25,-5.906578315,mol/L
Sodium salicylate,Chloroform,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+],C(Cl)(Cl)Cl,25,-3.242912339,mol/L
Sulfamethoxazole,Chloroform,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,C(Cl)(Cl)Cl,25,-2.040958608,mol/L
Sulfamethoxypyridazine,Chloroform,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,C(Cl)(Cl)Cl,25,-1.795483172,mol/L
Testosterone propionate,Chloroform,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,C(Cl)(Cl)Cl,25,0.824521209,mol/L
Triclosan,Chloroform,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,C(Cl)(Cl)Cl,20,0.785805659,mol/L
Triclosan,Chloroform,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,C(Cl)(Cl)Cl,25,0.938886411,mol/L
Triclosan,Chloroform,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,C(Cl)(Cl)Cl,30,1.095103702,mol/L
Triclosan,Chloroform,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,C(Cl)(Cl)Cl,35,1.199864863,mol/L
Triclosan,Chloroform,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,C(Cl)(Cl)Cl,40,1.330104167,mol/L
2-Hydroxybenzoic acid,1-Octanol,C1=CC=C(C(=C1)C(=O)O)O,CCCCCCCCO,20,0.133952508,mol/L
2-Hydroxybenzoic acid,1-Octanol,C1=CC=C(C(=C1)C(=O)O)O,CCCCCCCCO,25,0.163255591,mol/L
2-Hydroxybenzoic acid,1-Octanol,C1=CC=C(C(=C1)C(=O)O)O,CCCCCCCCO,30,0.21841377,mol/L
2-Hydroxybenzoic acid,1-Octanol,C1=CC=C(C(=C1)C(=O)O)O,CCCCCCCCO,37,0.291773479,mol/L
2-Hydroxybenzoic acid,1-Octanol,C1=CC=C(C(=C1)C(=O)O)O,CCCCCCCCO,42,0.331865995,mol/L
2-Hydroxybenzoic acid,1-Octanol,C1=CC=C(C(=C1)C(=O)O)O,CCCCCCCCO,25,0.24013247,mol/L
3-Hydroxybenzoic acid,1-Octanol,C1=CC(=CC(=C1)O)C(=O)O,CCCCCCCCO,20,-0.234945177,mol/L
3-Hydroxybenzoic acid,1-Octanol,C1=CC(=CC(=C1)O)C(=O)O,CCCCCCCCO,25,-0.177597368,mol/L
3-Hydroxybenzoic acid,1-Octanol,C1=CC(=CC(=C1)O)C(=O)O,CCCCCCCCO,30,-0.153263862,mol/L
3-Hydroxybenzoic acid,1-Octanol,C1=CC(=CC(=C1)O)C(=O)O,CCCCCCCCO,37,-0.090478125,mol/L
3-Hydroxybenzoic acid,1-Octanol,C1=CC(=CC(=C1)O)C(=O)O,CCCCCCCCO,42,-0.052767634,mol/L
4-Aminobenzoic acid,1-Octanol,C1=CC(=CC=C1C(=O)O)N,CCCCCCCCO,25,-0.866738375,mol/L
4-Hydroxybenzoic acid,1-Octanol,C1=CC(=CC=C1C(=O)O)O,CCCCCCCCO,20,-0.025061393,mol/L
4-Hydroxybenzoic acid,1-Octanol,C1=CC(=CC=C1C(=O)O)O,CCCCCCCCO,25,0.0123787,mol/L
4-Hydroxybenzoic acid,1-Octanol,C1=CC(=CC=C1C(=O)O)O,CCCCCCCCO,30,0.06451741,mol/L
4-Hydroxybenzoic acid,1-Octanol,C1=CC(=CC=C1C(=O)O)O,CCCCCCCCO,37,0.136940483,mol/L
4-Hydroxybenzoic acid,1-Octanol,C1=CC(=CC=C1C(=O)O)O,CCCCCCCCO,42,0.163255591,mol/L
Acetanilide,1-Octanol,CC(=O)NC1=CC=CC=C1,CCCCCCCCO,20,-0.021208848,mol/L
Acetanilide,1-Octanol,CC(=O)NC1=CC=CC=C1,CCCCCCCCO,25,0.040735355,mol/L
Acetanilide,1-Octanol,CC(=O)NC1=CC=CC=C1,CCCCCCCCO,25,-0.221125528,mol/L
Acetanilide,1-Octanol,CC(=O)NC1=CC=CC=C1,CCCCCCCCO,30,-0.149875457,mol/L
Acetanilide,1-Octanol,CC(=O)NC1=CC=CC=C1,CCCCCCCCO,30,0.121865162,mol/L
Acetanilide,1-Octanol,CC(=O)NC1=CC=CC=C1,CCCCCCCCO,30,-0.1123827,mol/L
Acetanilide,1-Octanol,CC(=O)NC1=CC=CC=C1,CCCCCCCCO,35,-0.058488567,mol/L
Acetanilide,1-Octanol,CC(=O)NC1=CC=CC=C1,CCCCCCCCO,37,0.20230706,mol/L
Acetanilide,1-Octanol,CC(=O)NC1=CC=CC=C1,CCCCCCCCO,40,0.058805487,mol/L
Acetanilide,1-Octanol,CC(=O)NC1=CC=CC=C1,CCCCCCCCO,42,0.279604163,mol/L
Acetylsalicylic acid,1-Octanol,CC(=O)OC1=CC=CC=C1C(=O)O,CCCCCCCCO,25,-0.591949761,mol/L
Acetylsalicylic acid,1-Octanol,CC(=O)OC1=CC=CC=C1C(=O)O,CCCCCCCCO,25,-0.625791251,mol/L
Acetylsalicylic acid,1-Octanol,CC(=O)OC1=CC=CC=C1C(=O)O,CCCCCCCCO,30,-0.76410237,mol/L
Alcofenac,1-Octanol,COC(=O)CC1=CC(=C(C=C1)OCC=C)Cl,CCCCCCCCO,5,-0.518557371,mol/L
Alcofenac,1-Octanol,COC(=O)CC1=CC(=C(C=C1)OCC=C)Cl,CCCCCCCCO,25,-0.214670165,mol/L
Alcofenac,1-Octanol,COC(=O)CC1=CC(=C(C=C1)OCC=C)Cl,CCCCCCCCO,37,0.114944416,mol/L
Aminopyrine,1-Octanol,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,CCCCCCCCO,30,-0.025061393,mol/L
Antipyrine,1-Octanol,CC1=CC(=O)N(N1C)C2=CC=CC=C2,CCCCCCCCO,30,-0.216038,mol/L
Atenolol,1-Octanol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,CCCCCCCCO,20,-1.665245845,mol/L
Atenolol,1-Octanol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,CCCCCCCCO,25,-1.582129736,mol/L
Atenolol,1-Octanol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,CCCCCCCCO,30,-1.469049199,mol/L
Atenolol,1-Octanol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,CCCCCCCCO,37,-1.32912811,mol/L
Atenolol,1-Octanol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,CCCCCCCCO,42,-1.250309095,mol/L
Barbital,1-Octanol,CCC1(C(=O)NC(=NC1=O)[O-])CC.[Na+],CCCCCCCCO,30,-0.990059223,mol/L
Benzocaine,1-Octanol,CCOC(=O)C1=CC=C(C=C1)N,CCCCCCCCO,25,-0.400116928,mol/L
Benzocaine,1-Octanol,CCOC(=O)C1=CC=C(C=C1)N,CCCCCCCCO,30,-0.322393047,mol/L
Benzocaine,1-Octanol,CCOC(=O)C1=CC=C(C=C1)N,CCCCCCCCO,35,-0.238072162,mol/L
Benzocaine,1-Octanol,CCOC(=O)C1=CC=C(C=C1)N,CCCCCCCCO,40,-0.148130399,mol/L
Benzoic acid,1-Octanol,C1=CC=C(C=C1)C(=O)O,CCCCCCCCO,25,0.198769776,mol/L
Benzoic acid,1-Octanol,C1=CC=C(C=C1)C(=O)O,CCCCCCCCO,25,-0.025061393,mol/L
Pindolol,1-Octanol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,CCCCCCCCO,37,-1.704330419,mol/L
Pindolol,1-Octanol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,CCCCCCCCO,42,-1.625821356,mol/L
Piroxicam,1-Octanol,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,CCCCCCCCO,25,-2.718960948,mol/L
Prednisolone,1-Octanol,CC12CC(C3C(C1CCC2(C(=O)COP(=O)([O-])[O-])O)CCC4=CC(=O)C=CC34C)O.[Na+].[Na+],CCCCCCCCO,30,-1.694571324,mol/L
Propyl p-hydroxybenzoate,1-Octanol,CCCOC(=O)C1=CC=C(C=C1)O,CCCCCCCCO,30,0.398491716,mol/L
Propyl p-hydroxybenzoate,1-Octanol,CCCOC(=O)C1=CC=C(C=C1)O,CCCCCCCCO,25,0.22106421,mol/L
Propylparaben,1-Octanol,CCCOC(=O)C1=CC=C(C=C1)O,CCCCCCCCO,25,0.20230706,mol/L
Propylparaben,1-Octanol,CCCOC(=O)C1=CC=C(C=C1)O,CCCCCCCCO,30,0.274684598,mol/L
Propylparaben,1-Octanol,CCCOC(=O)C1=CC=C(C=C1)O,CCCCCCCCO,35,0.374608814,mol/L
Propylparaben,1-Octanol,CCCOC(=O)C1=CC=C(C=C1)O,CCCCCCCCO,40,0.432246204,mol/L
Prostaglandin E2,1-Octanol,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,CCCCCCCCO,30,0.067842041,mol/L
Rofecoxib,1-Octanol,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,CCCCCCCCO,25,-3.429297148,mol/L
Salicylamide,1-Octanol,C1=CC=C(C(=C1)C(=O)N)O,CCCCCCCCO,25,-0.782441298,mol/L
Salicylic acid,1-Octanol,C1=CC=C(C(=C1)C(=O)O)O,CCCCCCCCO,25,0.067497761,mol/L
Salicylic acid,1-Octanol,C1=CC=C(C(=C1)C(=O)O)O,CCCCCCCCO,30,0.163255591,mol/L
Sodium ibuprofen,1-Octanol,CC(C)CC1=CC=C(C=C1)C(C)C(=O)[O-].[Na+],CCCCCCCCO,25,-0.338851682,mol/L
Sodium benzoate,1-Octanol,C1=CC=C(C=C1)C(=O)[O-].[Na+],CCCCCCCCO,25,-4.350665141,mol/L
Sodium diclofenac,1-Octanol,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],CCCCCCCCO,25,-3.728753343,mol/L
Sodium diclofenac,1-Octanol,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],CCCCCCCCO,25,-3.730237292,mol/L
Sodium p-aminobenzoate,1-Octanol,C1=CC(=CC=C1C(=O)[O-])N.[Na+],CCCCCCCCO,25,-2.909092579,mol/L
Sodium salicylate,1-Octanol,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+],CCCCCCCCO,25,-1.472954805,mol/L
Sulfacetamide,1-Octanol,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,CCCCCCCCO,25,-2.030118356,mol/L
Sulfacetamide,1-Octanol,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,CCCCCCCCO,30,-1.995678626,mol/L
Sulfacetamide,1-Octanol,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,CCCCCCCCO,35,-1.950781977,mol/L
Sulfacetamide,1-Octanol,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,CCCCCCCCO,40,-1.89279003,mol/L
Sulfadiazine,1-Octanol,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,25,-3.965175093,mol/L
Sulfadiazine,1-Octanol,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,25,-4.046240308,mol/L
Sulfadiazine,1-Octanol,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,25,-4.055517328,mol/L
Sulfadiazine,1-Octanol,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,30,-3.950111665,mol/L
Sulfadiazine,1-Octanol,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,30,-3.948847478,mol/L
Sulfadiazine,1-Octanol,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,35,-3.838631998,mol/L
Sulfadiazine,1-Octanol,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,37,-3.772375493,mol/L
Sulfadiazine,1-Octanol,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,40,-3.716698771,mol/L
Sulfadimethoxine,1-Octanol,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,CCCCCCCCO,25,-2.885914022,mol/L
Sulfadimethoxine,1-Octanol,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,CCCCCCCCO,30,-2.751467418,mol/L
Sulfadimethoxine,1-Octanol,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,CCCCCCCCO,37,-2.640382478,mol/L
Sulfamerazine,1-Octanol,CC1=NC(=NC=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Na+],CCCCCCCCO,25,-3.356547324,mol/L
Sulfamerazine,1-Octanol,CC1=NC(=NC=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Na+],CCCCCCCCO,30,-3.244125144,mol/L
Sulfamerazine,1-Octanol,CC1=NC(=NC=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Na+],CCCCCCCCO,35,-3.173925197,mol/L
Sulfamerazine,1-Octanol,CC1=NC(=NC=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Na+],CCCCCCCCO,40,-3.067019178,mol/L
Sulfamethazine,1-Octanol,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,CCCCCCCCO,25,-2.795880017,mol/L
Sulfamethazine,1-Octanol,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,CCCCCCCCO,30,-2.728158393,mol/L
Sulfamethazine,1-Octanol,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,CCCCCCCCO,35,-2.675717545,mol/L
Sulfamethazine,1-Octanol,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,CCCCCCCCO,40,-2.590066877,mol/L
Sulfamethoxazole,1-Octanol,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,25,-2.214670165,mol/L
Sulfamethoxazole,1-Octanol,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,30,-2.161150909,mol/L
Sulfamethoxazole,1-Octanol,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,35,-2.080921908,mol/L
Sulfamethoxazole,1-Octanol,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,40,-2.036212173,mol/L
Sulfamethoxypyridazine,1-Octanol,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,25,-2.704136581,mol/L
Sulfanilamide,1-Octanol,C1=CC(=CC=C1N)S(=O)(=O)N,CCCCCCCCO,25,-2.493494968,mol/L
Sulfanilamide,1-Octanol,C1=CC(=CC=C1N)S(=O)(=O)N,CCCCCCCCO,30,-2.42136079,mol/L
Sulfanilamide,1-Octanol,C1=CC(=CC=C1N)S(=O)(=O)N,CCCCCCCCO,35,-2.326979093,mol/L
Sulfanilamide,1-Octanol,C1=CC(=CC=C1N)S(=O)(=O)N,CCCCCCCCO,40,-2.258848401,mol/L
Sulfapyridine,1-Octanol,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,25,-3.301029996,mol/L
Sulfapyridine,1-Octanol,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,30,-3.200659451,mol/L
Sulfapyridine,1-Octanol,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,35,-3.13076828,mol/L
Sulfapyridine,1-Octanol,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCCCCCCCO,40,-2.995678626,mol/L
Sulfathiazole,1-Octanol,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,CCCCCCCCO,25,-3.22184875,mol/L
Sulfathiazole,1-Octanol,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,CCCCCCCCO,30,-3.091514981,mol/L
Sulfathiazole,1-Octanol,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,CCCCCCCCO,35,-2.978810701,mol/L
Sulfathiazole,1-Octanol,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,CCCCCCCCO,40,-2.89279003,mol/L
Testosterone,1-Octanol,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,CCCCCCCCO,25,-0.415078427,mol/L
Testosterone,1-Octanol,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,CCCCCCCCO,30,-0.525465203,mol/L
Thalidomide,1-Octanol,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,CCCCCCCCO,32,-3.412006331,mol/L
Theophyline,1-Octanol,CN1C2=C(C(=O)N(C1=O)C)NC=N2,CCCCCCCCO,30,-2.024728014,mol/L
Triazolam,1-Octanol,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,CCCCCCCCO,30,-2.126938657,mol/L
Triclosan,1-Octanol,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,CCCCCCCCO,20,-1.242360417,mol/L
Triclosan,1-Octanol,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,CCCCCCCCO,25,-0.786697555,mol/L
Triclosan,1-Octanol,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,CCCCCCCCO,30,-0.265258631,mol/L
Triclosan,1-Octanol,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,CCCCCCCCO,35,0.07443913,mol/L
Triclosan,1-Octanol,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,CCCCCCCCO,40,0.40490587,mol/L
Xanthene,1-Octanol,C1C2=CC=CC=C2OC3=CC=CC=C31,CCCCCCCCO,25,-0.599024424,mol/L
Benzoic acid,1-Octanol,C1=CC=C(C=C1)C(=O)O,CCCCCCCCO,30,-0.094827891,mol/L
Berberine chloride,1-Octanol,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.[Cl-],CCCCCCCCO,24.85,-2.722747535,mol/L
